title,url,id,subtitle,snippet,replies,views,username
Roblox avatar drawing,https://www.robloxforum.com/threads/roblox-avatar-drawing.66806/post-363581,363581,Everything Roblox,"i can draw your Roblox avatar for 7 robux if you want it add me on discord at Cola#1301
I can also make gfx edits with a 3d Roblox avatars
just so you know i can make stuff",5,516,2021-03-01T00:08:56-0500
roblox moderation..,https://www.robloxforum.com/threads/roblox-moderation.100644/post-584766,584766,Help,"as I saw a lot of people outraged by the moderation of roblox, I came here for the same reason, although it has happened for some time I want to comment on this, about 1 week ago I was banned on roblox, thinking what the reason was, I read the message from roblox that said that I had been banned...",2,101,2022-07-05T06:40:15-0400
Roblox Review,https://www.robloxforum.com/threads/roblox-review.45862/post-234795,234795,Everything Roblox,It’s Roblox.... it’s good...,1,177,2020-03-09T07:00:45-0400
Roblox Creepypasta Thread,https://www.robloxforum.com/threads/roblox-creepypasta-thread.54510/post-284467,284467,General Discussion,Post your ROBLOX-related creepypastas here!,4,346,2020-09-16T17:43:32-0400
Roblox Stories Thread,https://www.robloxforum.com/threads/roblox-stories-thread.59942/post-321879,321879,Off Topic Lounge,Post random roblox stories here,2,192,2020-12-10T23:43:30-0500
I love roblox,https://www.robloxforum.com/threads/i-love-roblox.64170/post-347543,347543,Everything Roblox,Roblox fanatics,7,405,2021-01-28T13:39:33-0500
very nice roblox,https://www.robloxforum.com/threads/very-nice-roblox.87926/post-517677,517677,Everything Roblox,roblox moderation in a nutshell,20,539,2021-10-20T01:46:40-0400
Roblox be like,https://www.robloxforum.com/threads/roblox-be-like.72704/post-410592,410592,Everything Roblox,This is roblox in a nutshell,8,429,2021-05-07T13:02:07-0400
Roblox or Fornite?,https://www.robloxforum.com/threads/roblox-or-fornite.18888/post-115511,115511,Everything Roblox,I would pick Roblox.,1,323,2018-07-10T13:05:20-0400
Roblox Down...,https://www.robloxforum.com/threads/roblox-down.61658/post-333879,333879,Everything Roblox,"Wake up Devs, Roblox down",0,117,2020-12-30T20:55:30-0500
Would you rather (Roblox),https://www.robloxforum.com/threads/would-you-rather-roblox.67629/post-369418,369418,General Discussion,Roblox Would you rather,7,394,2021-03-09T20:15:11-0500
roblox is this allowed?,https://www.robloxforum.com/threads/roblox-is-this-allowed.79565/post-464823,464823,Off Topic Lounge,is the allowed roblox?,2,134,2021-07-16T11:03:24-0400
Roblox,https://www.robloxforum.com/threads/roblox.51796/post-270952,270952,Everything Roblox,Just updated my Roblox profile.,1,143,2020-08-02T20:18:07-0400
what i like about roblox,https://www.robloxforum.com/threads/what-i-like-about-roblox.37454/post-179855,179855,Everything Roblox,"roblox is so fun, meepcity",2,238,2019-01-22T14:33:19-0500
